id,isbn,title_short,title,catalogue,cutter,pub_year,copy_info,get_link,note,reprint,removed,keepsite,eisbn
255,9789575278052,UMLJava,打好基礎：學會UML與Java塑模的理論與實作,312.92,3866,2005,,fail,,,delete,,
256,9789578247062,Perl學習手冊,Perl學習手冊,312.32P39,4248,1999,,fail,,,,東勢,
257,9789571323831,牧羊少年奇,牧羊少年奇幻之旅,885.7157,4114,1999,,,,,,,
258,9789571338408,海邊卡夫上,海邊的卡夫卡(上),861.57,4254,2003,,,,,,東勢,
259,9789571315775,遇見100女孩,遇見100%的女孩,861.57,4254,1997,,,,,,東勢,
260,9789575604509,傷心咖啡店,傷心咖啡店之歌,857.7,2590,1996,,,,,,東勢,
261,9789571338415,海邊卡夫下,海邊的卡夫卡(下),861.57,4254,2003,,,,,,東勢,
262,9789575452919,百年孤寂,百年孤寂,874.57,7144,1992,,,,,,,
263,9789867600790,在天堂遇見,在天堂遇見的五個人,874.57,8797,2004,,,,,,,
264,9789574662807,精通Python,精通Python,312.32P7,8656,2001,,fail,,,,東勢,
265,9789867199645,世紀末軟體,世紀末軟體革命復刻版,312.92,4610,2006,,,,,,,
266,9789577105943,日文法攜帶,新版圖表日文法攜帶版,803.16,8496,2012,,fail,,,,,
267,9789571351025,1Q84B2,1Q84(Book2),861.57,4254,2009,v.2,,,,,,
268,9780131100800,VHDL2,Digital Electronic with VHDL,621.381,2754,2004,v.2,,,,,,
269,9789863700180,素人木作！,素人木作！超easy的木作收納百科,474.3,8773,2015,c.2,,,,,,
270,9789572138632,材料認識I,材料認識與應用I,967,2613,2004,v.1,,,,,,
271,9789572143636,材料認識II,材料認識與應用II,967,2613,2004,v.2,,,,,,
272,9789864342488,演算法之美,演算法之美 ： 隱藏在資料結構背後的原理(C++),318.1,4012,2017,,,,,,,
273,9789866843020,別笑西班牙,別笑!我是最實用西班牙語學習書,804.78,4030,2013,,,,,,,
274,9789862016350,Java職場進,Java程式設計師的職場進化之路,494.35,2612,2012,,,,,,,
275,9789864341313,CodeCom2e,CODE COMPLETE 2中文版：軟體開發實務指南（第二版）,312.2,8363：3,2018,,,,,,,
276,9789863791447,QtAndroid,比Eclipse更強的Qt on Android全腦開發聖經,312.52,8366,2015,,,,,,,
277,9789864342709,金融科技實,金融科技實戰 ： Python與量化投資,563.5029,4402,2017,,,,,,,
278,9789863193159,獵魔士5A,獵魔士長篇５：湖之主，上,882.157,8537,2018,v.5.1,,,,,,
279,9789863193166,獵魔士5B,獵魔士長篇５：湖之主，下,882.157,8537,2018,v.5.2,,,,,,
280,9789864343386,Python爬蟲,Python ： 網路爬蟲與資料分析入門實戰,312.32P97,4421,2019,,,,,,,
281,9789577089069,完全北野武,完全北野武,987.83,8677,1999,,,,,,,
282,9789866529054,口腔科醫學,口腔科醫學百科辭典,410.41,8034,2008,,,,,,,
283,9789571407722,三國演義上,三國演義（上）,857.4523,6546,2007,v.1,,,,,,
284,9789571407722,三國演義下,三國演義（下）,857.4523,6546,2007,v.2,,,,,,
285,9789574595600,孫子兵法智,孫子兵法－智略人生01,592.092,3425,2002,,,,,,,
286,9789864209545,基礎西班牙,基礎西班牙語互動學習,804.78,2541,2004,,,,,,,
287,9789864206735,法語一學就,法語一學就會,804.558,8730,2003,,,,,,,
288,9789864200849,德語發音與,德語發音與糾音,805.241,1042,2002,,,,,,,
289,9789861454153,德語會話快,德語會話快速入門,805.288,4414,2005,,,,,,,
290,9789867967138,臺灣熱門最,臺灣熱門最佳去處,673.26,1763,2002,,,,,,,
291,9789866464027,日本語文法,日本語文法百科辭典,803.16,8326,2015,,,,,,,
292,9789579746649,牙科緊急處,牙科緊急處理手冊,416.9026,8862,2000,,,,,,,
293,3135112012,P Anatomy,Pocket Atlas of Human Anatomy,394,F353,1976,,,en,,,,
294,9789572032121,實用洞簫,實用洞簫教本(簡譜),918.1,8566,2001,,,,,,,
295,9789860090246,唐山扁笛,唐山扁笛樂譜 C調入門篇 (二、三 合訂本),918.9,8445,2004,,,no isbn,,,,
296,9787807462880,柳公權.玄,柳公權.玄秘塔碑,943.5,4554,2002,,,no isbn,,,,
297,9789576409417,簡明微生物,簡明微生物學,369,2750,2006,,,,,,,
298,9780716743392,Lehn生化4e,Lehninger Principles of Biochemistry 4ed,399,N425,2005,,,en,,,,
299,9789576665370,圖解藥理2e,最新圖解藥理學 2ed,418.1,4404,1998,,,,,,,
300,9789576660658,局部活動義,局部活動義齒製作手冊,416.9,8454,1992,,,,,,,
301,9789575941505,病理學5e,最新病理學 5ed,415.1,8021,2009,,,,,,,
302,914168819,Netters,Netter’s  Atlas of Human Anatomy 2ed,394,N474,1997,,,en,,,,
303,9789579231046,文馨英漢,文馨當代英漢辭典,805.132,8363,1994,,,,,,,
304,9789578468320,革命前夕,革命前夕的摩托車之旅,885.726,8434,1997,,,,,,東勢,
305,9789867529435,Perl學習,Perl學習手札,312.32P39,8826,2004,,,,,,,
306,9789575271107,Delphi4.0,Delphi4.0徹底研究,312.32D44,8769,1998,,,,,,,
307,9789572305904,Linux實務,Linux 實務手冊,312.954,4600,1998,,,,,,東勢,
308,9780134757599,重構2e,"Refactoring： Improving the Design of Existing Code, 2nd Edition",312.2,3144,2019,,,ebook,,,informit.com,
309,9789571374765,基因,基因：人類最親密的歷史 (電子書),363.81,2644,2018,,,ebook,,,博客來,
310,9789571377476,馴化,馴化：改變世界的10個物種 (電子書),380,6048,2019,,,ebook,,,博客來,
311,9789863701903,木作解剖,木作家具解剖全書：超過100件經典家具，1300張完全圖解，美國、英國暢銷逾10年的木工家具製作聖經。 (電子書),474.3,4015,2019,,,ebook,,,博客來,
312,9789572244784,Scratch,程式設計輕鬆學 ： 使用Scratch 2.X,524.375,8334,2015,,,,,,,
313,9789868855304,烏克玩家,烏克麗麗玩家(三版),916.6504,8545,2014,,,,,,,
314,9789578950214,當失戀的我,當失戀的我，遇上尼采,861.57,7680,2018,,,,,delete,,
315,9789864343058,PyQT5,Python GUI程式設計 ： PyQt 5實戰,312.32P97,1011,2018,,,,,,,
316,9789861755267,原子習慣,原子習慣 ： 細微改變帶來巨大成就的實證法則,176.74,4021,2019,,,,,,,
317,9789864342129,R資料分析,R語言資料分析：從機器學習、資料探勘、文字探勘到巨量資料分析 [第二版],312.74,8466,2017,,,,,,,
318,9789866829727,韓語課本,我的第一本韓語課本(附MP3),803.28,8874,2010,,,,,,,
319,9789864764198,Haskell,Haskell的魔力：函數式程式設計入門與應用,312.2,4427,2017,,,,,,,
320,9789864342587,Python也,Python也可以這樣學,312.32P97,4426,2017,,,,,,,
321,9789572211359,QB4.5,中文版QuickBASIC 4.5程式設計速成,312.32B3,4422,1993,,,,,,東勢,
322,9789864215577,Word排版,Word排版藝術,312.949,2755,2004,,,,,,東勢,
323,9789577764287,星座圖鑑,星座圖鑑視覺版,323.8,4454,2002,,,,,,東勢,
324,9789573227557,三國策,爭鋒奇術三國策,857.4523,2614,1996,,,,,,東勢,
325,9780155073456,CriRead,An introduction to critical reading,808.0427,M132,2000,,,,,,東勢,
326,9789575666316,EssC++,Essential C++中文版,312.32C,2786,2001,,,,,,,
327,9789867529152,LPI手冊,如何通過Linux認證－LPI應試教戰手冊,312.54,8573,2010,,,,,,,
328,9789572307465,硬碟博士,硬碟博士開講,471.552,1144,1999,,,,,,東勢,
329,9789861258720,遊戲之旅,遊戲之旅 ： 我的程式設計感悟,997.029,1077,2006,,,,,,,
330,9789572043073,UO黎明,網路創世紀之黎明曙光官方授權超完全攻略,997.029,874,2001,,,,,,東勢,
331,9789861936246,學生辭典,標準國音學生辭典,802.3,6025,1994,,,fake isbn,,,,
332,9789869065696,VegasPro,Vegas Pro不敗經典：邁向專業剪輯的48個具現化的技法與程序,312.8,8648,2014,,,,,,,
333,9789866077043,韓語文法,我的第一本韓語文法：輕鬆圖解一看就懂的韓語文法入門書(附MP3),803.26,3076,2011,,,,,,,
334,9789862763377,設計的設計,設計的設計：一位電腦科學家的設計歷險,964.029,4244,2011,,,,,,,
335,9789862281833,法文學習書,別笑!我是法語學習書(附MP3 CD+隨身小手冊),804.58,8763,2010,,,,,,,
336,9789864768592,Kotlin實戰,Kotlin實戰手冊,312.52,2465,2018,,,,,,,
337,9789864344703,C#入門,C#程式設計入門與實務：百分百自學手冊 ( 最新 Visual Studio 2019 版),312.32C,8676,2020,,,,,,,
338,9789865021498,Py機器學習,Python機器學習與深度學習特訓班：看得懂也會做的AI人工智慧實戰(附120分鐘影音教學/範例程式), 312.32P97,0371,2019,,,,,,,
339,9789865024055,增壓Py,增壓的Python：讓程式碼進化到全新境界, 312.32P97,1151,2020,,,fake author num,,,,
340,9789570516616,伯羅奔尼撒,伯羅奔尼撒戰爭史 : 雅典斯巴達戰爭史,740.2135,2402,2000,,,,,,,
341,9789865080181,明智本能寺,明智光秀與本能寺之變：日本史上最大的謎團和逆轉劇,731.257,4794,2017,,,,,,,
342,9789865080136,戰國這樣讀,日本戰國這樣讀：認識六位名將，說一嘴好戰國！, 731.254,863,2019,,,,,,,
343,9789869351232,真田三代,真田三代：幸綱、昌幸、信繁 橫跨戰國時代的武將家族傳奇, 783.17,8569,2016,,,,,,,
344,9789867480972,滅蜀記,滅蜀記, 622.4,4046,2008,,,,,,,
345,9789571321998,舞舞舞下,舞．舞．舞（下）, 861.57,4254,1996,v.2,,,,,,
346,9789571318363,發條鳥1,"發條鳥年代記 第一部,鵲賊篇", 861.57,4254,1995,v.1,,,,,,
347,9789861856445,冰火.2-A,冰與火之歌第二部:烽火危城（上冊）,874.57,834,2012,v.1,,,,,,
348,9789864344901,AndroTDD,Android TDD 測試驅動開發：從UnitTest、TDD到DevOps實踐（iT邦幫忙鐵人賽系列書）,312.52,7515,2020,,,,,,,
349,9789869772617,Rust,我Rust我驕傲：生來高人一等的快速優雅語言,312.32,8767,2019,,,,,,,
350,9789869124072,腦力激盪術,博報堂最強腦力激盪術：廣告金獎團隊的6大討論原則X8個腦袋不卡關的思考點X9個創意訓練法 (電子書),494.4,4496,2018,,,ebook,,,,
351,9789865070687,番茄工作法,間歇高效率的番茄工作法：25分鐘，打造成功的最小單位，幫你杜絕分心、提升拚勁[風靡30年的時間管理經典] (電子書),494.1,1063,2020,,,ebook,,,,
352,9789869681735,自由的窄廊,自由的窄廊:國家與社會如何決定自由的命運,571.94,4362,2020,,,誠品,,,,
353,9789864345014,NLP工程師,NLP工程師養成術: 自然語言處理入門,312.835,2212,2020,,,,,,,
354,9789579164986,雜談的能力,雜談的能力 (電子書),192.32,3328,2019,,,ebook,,,,
355,9789579654272,微軟簡報,我在微軟學到的模組簡報技術  (電子書),494.6,4451,2019,,,ebook,,,,
356,9789865071103,柴鼠學FQ,跟著柴鼠學FQ，做自己的提款機：為投資理財打好基本功，讓你不靠勞力，增加被動收入，快速FIRE (電子書),563,2768,2020,,,ebook,,,,
357,9789865070113,跟錢做朋友,跟錢做朋友：向日本股神學習影響一生的致富觀，打通金錢通道的理財課 (電子書),563,4240,2019,,,ebook,,,,
358,9789865501440,推薦系統,矽谷資深演算法大師：帶你學深度學習推薦系統(附8頁彩頁)312.831,312.831,8728,2020,,,,,,,
359,9789861731605,孫子三論,孫子三論：從古兵法到新戰略,592.092,8728,2007,,,,,,,
360,9789578630758,幕末1,幕末：日本近代化的黎明前 V1,731.268,3425,2018,v.1,,,,,,
361,9789578630765,幕末2,幕末：日本近代化的黎明前 V2,731.268,3425,2018,v.2,,,,,,
362,9789578630772,幕末3,幕末：日本近代化的黎明前 V3,731.268,3425,2018,v.3,,,,,,
363,9789869109321,21th資本論,二十一世紀資本論,550.187,4025,2014,,,,,,,
364,9789863594475,大腦這樣學,大腦喜歡這樣學：先認識自己的大腦，找到正確的思考路徑，就能專注、不拖延，提高記憶力，學會如何學習(二版),310.3,7744,2017,,,,,,,
365,9789863596585,學習學習,學習如何學習：給青少年的大腦特訓課，讓你學什麼都會、記憶力升級、告別拖拖拉拉，考試拿高分！,521.1,7744,2019,,,,,,,
366,9789864342112,遊戲核心,遊戲核心技術全攻略：多人線上遊戲的企劃與實作,312.8,8646,2017,,,,,,,
367,9789577412607,OUTPUT,最高學以致用法：讓學習發揮最大成果的輸出大全,521.1,4432,2020,,,,,,,
368,9789864345113,ML數學,機器學習的數學：用數學引領你走進AI的神秘世界,310,833,2020,,,,,,,
369,9789865501303,Flutter,橫跨Android及Apple的神話：用Dart語言神啟Flutter大業,312.52,2111,2020,,,,,,,
370,9789863844587,MindF*ck,Mindf*ck 心智操控[劍橋分析技術大公開]：揭祕[大數據AI心理戰]如何結合時尚傳播、軍事戰略，深入你的網絡神經，操控你的政治判斷與消費行為！ (電子書),312.74,856,2020,,,ebook,,,,
371,9789863844044,Targeted,操弄[劍橋分析事件大揭祕]幫川普當選、讓英國脫歐，看大數據、Facebook 如何洩露你的個資來操弄你的選擇？ (電子書),312.74,855,2020,,,ebook,,,,
372,9789864712977,AI導論,人工智慧導論 (電子書),312.831,8275,2020,,,ebook,,,,
373,9789865025168,D3指南,D3實用指南：程式設計師和科學家的互動式圖形工具箱,312.32,8655,2020,,,,,,,
374,9787516822722,閃電戰,從閃電戰到沙漠風暴：戰爭戰役層級發展史,590.9,8563,2019,,,,,,,
375,9789865519087,戰略大歷史,戰略大歷史：戰略是人類永恆的遊戲規則，懂戰略，你就能理解世界、定位他人，掌握自己的優勢,592.91,2626,2020,,,,,,,
376,9789865515089,經濟學思考,經濟學的思考方式：經濟學大師寫給大眾的入門書,550,4021,2020,,,,,,,
377,9789862355541,烏合之眾,烏合之眾：為什麼[我們]會變得瘋狂、盲目、衝動？讓你看透群眾心理的第一書,541.773,4400,2017,,,,,,,
378,9789863448112,二戰史上,第二次世界大戰戰史（上下冊套書）（二戰終戰七十五週年紀念版）上,592.9154,4026,2020,v.1,,,,,,
379,9789863448112,二戰史下,第二次世界大戰戰史（上下冊套書）（二戰終戰七十五週年紀念版）下,592.9154,4026,2020,v.2,,,,,,
380,9789579501866,戰場守則,小老百姓的戰場行動守則,542.2,8754,2020,,,,,,,
381,9789578654846,國家決斷,國家的決斷：給台灣人看的二戰後國際關係史 (電子書),578.1,1164,2019,,,ebook,,,,
382,9789865524302,美國決斷,美國的決斷[附獨家張國城專文-我們為什麼該關心國際關係？] (電子書),578.52,1164,2020,,,ebook,,,,
383,9789861343624,精準思考,精準思考：跨領域才是關鍵！洞悉問題本質，找到最佳答案[獨家附作者解說專文＋影片] (電子書),494.2,5360,2020,,,ebook,,,,
384,9789869785082,發現問題,發現問題思考法：突破已知框架，打開未知領域，升級你的思考維度 (電子書),494.1,2814,2019,,,ebook,,,,
385,9789869833042,會計思維,會計思維，你的最強理財武器：從家庭帳本到企業分析，增值你的財富，有效管理每一塊錢 (電子書),421.1,8463,2019,,,ebook,,,,
386,9789577025944,邏輯思考,邏輯思考,150, 8734,2003,,,,,,,
387,9789578950733,邊寫邊思考,邊寫邊思考的大腦整理筆記法： 養成「書寫-思考-解決」的習慣，增加生產力，強化學習力，紓解壓力，心智升級！ (電子書),176.4,0444,2018,,,ebook,,,,
388,9789865071509,只有讀書,只有讀「書」能抵達的境界：雖然知識、資訊唾手可得，但只有「閱讀一本書」的過程，才能鍛鍊思考力、人格與素養 (電子書),019.1,8444,2020,,,ebook,,,,
389,9789863126508,AI 醫療,AI 醫療 DEEP MEDICINE,362.10285,8463,2020,,,,,,,
390,9789864345342,Py純文字,Python純文字冒險遊戲程式設計,312.32P97,8463,2020,,,,,,,
391,9789578950481,我只能這樣,我只能這樣嗎？：讓你從谷底翻身的七大生活原則，預約自己的理想人生 (電子書),177.2,8584,2018,,,ebook,,,,
392,9789865071684,下班學習,下班後1小時的極速學習攻略：職場進修達人不辭職，靠[偷時間]高效學語言、修課程，10年考取10張證照 (電子書),494.01,4033,2020,,,ebook,,,,
393,9789865534073,災難超前,災難超前部署手冊：食物、照明、用水、環境、健康、安全、聯絡、社群，教你任何危難都能迎刃而解的40項應急技能！,411.96,8257,2020,,,,,,,
394,9789865021924,深度學習,深度學習,312.831,8766,2019,,,,,,,
395,9789571383583,棄貓,棄貓 關於父親，我想說的事,861.67,8354,2020,,,,,,,
396,9789865022754,PragProm,The Pragmatic Programmer 20週年紀念版,312.2,8757,2020,,,,,,,
397,9789869807296,OpenCV,科班出身的AI人必修課：OpenCV影像處理 使用python,312.831,854,2020,,,,,,,
398,9789863126386,GAN,GAN 對抗式生成網路,312.831,854,2020,,,,,,,
399,9789578654945,帝國帝國,帝國何以成為帝國：一部關於權力、差異、與互動的全球政治史（插圖新版，大學通識課程必讀）,711,8645,2020,,,,,,,
400,9789864890934,科學大歷史,科學大歷史：人類從走出叢林到探索宇宙， 從學會問[為什麼]到破解自然定律的心智大躍進 (電子書),309,8774,2017,,,ebook,,,,
401,9789575451023,荒野之狼,荒野之狼,875.57,833,1993,,,,,,,
402,9789861755144,學得更好,Learn Better 學得更好 (電子書),521.1,2736,2019,,,ebook,,,,
403,9789570851533,海權爭霸,海權爭霸：世界7大海洋的歷史與地緣政治，全球列強戰略布局與角力 (電子書),592.42,9304,2018,,,ebook,,,,
404,9789570856712,大戰略,大戰略：耶魯大學長紅20年大師課程，從歷史提煉的領導決策心法 (電子書),355.4,9043,2021,,,ebook,,,,
405,9789863195245,風暴季節,獵魔士：風暴季節,882.157,8537,2021,,,,,,,
406,9789865162436,大數據,大數據、資料探勘與智慧運營 (電子書),312.7565,867,2019,,,ebook,,,,
407,9789575036843,遊戲開始,遊戲現在開始 (電子書) Click Here to Start,874.596,867,2020,,,ebook,,,,
408,9789865072018,聚焦時間,聚焦時間管理法：只做最重要的事，活出最佳人生節奏 (電子書),177.2,4440,2020,,,ebook,,,,
409,9789865070335,逆算手帳,從未來寫回來的逆算手帳：利用「想像願景→計畫→行動」的反推習慣，讓你目標不失焦、心情不煩躁、做事不拖延 (電子書),177.2,8457,2019,,,ebook,,,,
410,9787101147193,武經七書,(簡體字)武經七書（插圖版）,083.2,1324,2020,,,,,,,
411,9789864345496,LineBot,LINE Bot by Python 全攻略：從Heroku到AWS跨平台實踐（iT邦幫忙鐵人賽系列書）,312.831,8414,2020,,,,,,,
412,9789865552459,0負擔天文,0負擔天文課：輕薄短小的109堂課，變身一日太空人 (電子書),320,2751,2020,,,ebook,,,,
413,9787302475897,區塊鏈實戰,區塊鏈實戰：比特幣×以太坊×分散式帳本×非對稱加密×大數據×人工智慧 (電子書),563.146,2634,2021,,,ebook,,,,
414,9789865552664,精準學習,精準學習：學霸都在用的41項法則，打造高效率讀書心法 (電子書),494.2,5360,2021,,,ebook,,,,
415,9789865164140,源起,源起：詭異波斯×自戀希臘×殘暴羅馬，古文明真面目大公開 (電子書),711,7532,2021,,,ebook,,,,
416,9789863985761,大腦記憶,大腦這樣記憶，什麼都學得會：精通所有技能的最高學習法，比爾蓋茲、記憶冠軍、高績效人士一生受用的記憶習慣 (電子書),394.91,4022,2020,,,ebook,,,,
417,9789864342044,7天設計,7天學會設計模式：設計模式也可以這樣學 (電子書),312.2,8574,2017,,,ebook,,,,
418,9789863775515,極簡整理,懶人最需要的高效率「極簡整理術」 (電子書),494.4,8291,2019,,,ebook,,,,
419,9789869838283,最後一役,最後一役：納粹第三帝國的末日,940.54,8446,2020,,,,,,,
420,9789869938167,海上傭兵,海上傭兵：十七世紀東亞海域的戰爭、貿易與海上劫掠,951.2,8466,2021,,,,,,,
421,9789577413109,INPUT,最高學習法：激發最大學習效率的輸入大全(INPUT), 521.1,4324,2020,,,,,,,
422,9789579609050,一天27時,我的一天有27小時：創造「專屬於自己的3小時」人生・工作的超級整理法,494.01,4411,2018,,,,,,,
423,9789864761128,Swift2nd,Swift 程式設計必學基礎(二版),312.2,8755,2016,,,,,,,
424,9789864344055,中文NL,中文自然語言處理實戰：聊天機器人與深度學習整合應用,312.835,8484,2019,,,,,,,
425,9789864779307,好和弦,NiceChord 好和弦：Wiwi寫給想做音樂的你，厲害的人都在用！超過80個寫歌、編曲創作原理,911.14,8343,2020,,,,,,,
426,9789864779611,啾啾鞋,冷知識背後的熱思考：啾啾鞋教你幫大腦開外掛的30個法則,494.1,8664,2021,,,,,,,
427,9789869822626,免疫解碼,免疫解碼：免疫科學的最新發現，未來醫療的生死關鍵,415.69,8555,2020,,,,,,,
428,9789862139189,棋士與AI,棋士與AI：AlphaGo開啓的未來,997.11,1081,2018,,,,,,,
429,9789863775119,藝用人體,藝用人體解剖地圖：穩坐人體型態研究的經典書籍寶座，長暢37年不墜,901.3,2740,2019,,,,,,,
430,9789863701958,圖解汽車,圖解汽車原理與構造：超過500張全彩解剖插圖，專有名詞中英對照，一舉透視汽車組成奧義！,447.1,1184,2019,,,,,,,
431,9789579588072,日文練習,日文平假名‧片假名練習簿,803.11,8744,2017,,,,,,,
432,9789865785956,德語課A1,我的專屬德語家教課 A1初級,805.28,4406,2016,v.1,,,,,,
433,9789869539524,德語課A2,我的專屬德語家教課 A2中級,805.28,4406,2017,v.2,,,,,,
434,9789573288855,KGB記憶,KGB間諜式記憶術：高效記憶、即刻應用，打造超級大腦的7段式情境訓練,176.338,8087,2020,,,ebook,,,,
435,9789861735931,動物農莊,動物農莊《時代雜誌》評選百大不朽小說　中文版有聲書首度上市 (電子書),873.57,8753,2010,,,ebook,,,,
436,4713510945193,有機天堂I,有機化學天堂祕笈I (電子書),346,4046,2018,V.1 ,,ebook,,,,
437,4713510945209,有機天堂II,有機化學天堂祕笈II (電子書),346,4046,2018,V.2 ,,ebook,,,,
438,9789863126232,圖解Ardu4,超圖解 Arduino 互動設計入門（第四版）,471.516,8489,2020,4th,,,,,,
439,9789863125235,圖解pyIOT,超圖解 Python 物聯網實作入門：使用 ESP8266 與 MicroPython,312.32P97,8489,2018,,,,,,,
440,9789865668945,QGIS大數據,當代Q地理資訊系統：從人文社會到大數據,609.029,8446,2017,,,,,,,
441,9789862487839,毒家企業,毒家企業：從創造品牌價值到優化客戶服務，毒梟如何經營販毒集團？,548.82,8385,2019,,,,,,,
442,9789865022914,PPearls2,"Programming Pearls, 2nd Edition（中文新修版）",312.2,8485,2019,,,,,,,
443,9789869438711,日語結構,大家學標準日本語：日語結構解密,803.16,8656,2018,,,,,,,
444,9789869963206,A字幕機,Arduino字幕機自造與程式設計,471.516,8258,2021,,,,,,,
445,9789571381008,哈佛談判力,從說服自己開始的哈佛談判力 (電子書),7177.4,8350,2020,,,ebook,,,,
446,9789865071806,健身新手,健身新手重訓攻略：槓片啞鈴×阻力帶×健身器材，新手必學的五大重訓，教你正確施力、精準增肌 (電子書),411.711,4234,2020,,,ebook,,,,
447,9789573287049,旅行寫作課,旅行者的寫作課：從題材挖掘、塑造觀點到改稿，寫出旅行見聞的深度、廣度和溫度 (電子書),811.35,8637,2020,,,ebook,,,,
448,9789573287933,哈佛寫作課,150年歷史的哈佛寫作課祕訣 (電子書),811.1,8663,2020,,,ebook,,,,
449,9789579094771,財報會計課,一人開公司快學速會的財報會計課：直觀、圖解、實例、分析，從完全不懂到一次全會 (電子書),495.4,8023,2020,,,ebook,,,,
450,9789865524364,迷因,迷因：基因和迷因共謀的人類心智和文化演化史,304.5,8845,2021,,,ebook,,,,
451,9789864893126,經濟學40,經濟學的40堂公開課：倫敦政經學院教授，生動剖析經濟學家如何思考，讓經濟學成為改變世界的力量 (電子書),550,2247,2018,,,ebook,,,,
452,9789863702412,木工表面,木工表面處理：正確選擇和使用塗料（暢銷歐美15年，全球銷量超50萬的經典教科書） (電子書),474,8585,2020,,,ebook,,,,
453,9789863773085,人體機能2,人體機能解剖全書vol.2 (電子書),397,8486,2017,v.2,,ebook,,,,
454,9789579094191,個人財報,【個人化】財務報表，最強理財術 (電子書),563,8356,2019,,,ebook,,,,
455,9789863126195,NumPy,NumPy 高速運算徹底解說：六行寫一隻程式？你真懂深度學習？手工算給你看！,312.32P97,4065,2020,,,,,,,
456,9789865005047,Regex,Regular Expression：橫刃萬解程式的關鍵語言-正規表示法 （第二版）,312.3,854,2021,,,,,,,
457,9789865005023,計概心法,計算機科學的哲學：破解IT技術難題的秘密心法(第二版),312.136,8356,2020,,,,,,,
458,9789865070885,五類思考,把問題化繁為簡的思考架構圖鑑：五大類思考力 ╳ 60款工具，提升思辨、創意、商業、企畫、分析力，讓解決問題效率事半功倍 (電子書),494.35,8656,2020,,,ebook,,,,
459,9789578759565,地圖歷史,地圖的歷史：從石刻地圖到Google Maps，重新看待世界的方式（二版） (電子書),609.2,4641,2019,,,ebook,,,,
460,9789865722364,地圖世界史,十二幅地圖看世界史：從科學、政治、宗教和帝國，到民族主義、貿易和全球化，十二個面向，拼出人類歷史的全貌 (電子書),609.2,863,2015,,,ebook,,,,
461,9789576818837,模具成型,模具零件成型磨削操作 (電子書),446.8964,4233,2019,,,ebook,,,,
462,9789865071165,大腦整理,讓思緒清晰、工作有條理的大腦整理習慣：扔掉不必要的思緒，簡化整理每天的工作與生活 (電子書),411.19,8063,2020,,,ebook,,,,
463,9789579096065,總體經濟學,政府的錢去哪了？寫給投資客的總體經濟學：一本書搞懂CPI╳法定準備金╳外匯存底╳財政赤字╳通貨膨脹 (電子書),550,4461,2021,,,ebook,,,,
464,9789576818080,汽車電工,汽車電工電子 (電子書),447.1,874,2019,,,ebook,,,,
465,9789576818820,模具拆裝,模具拆裝與零件檢測 (電子書),446.8964,855,2019,,,ebook,,,,
466,9789865552671,宇宙零時,宇宙零時：從太陽系倒流回大霹靂，宇宙謎團的解答之書 (電子書),323.9,833,2021,,,ebook,,,,
467,9787504473561,猶太心機,猶太心機：鍛鍊精準投資眼力，成為商場大戰最終贏家 (電子書),550.162,8372,2021,,,ebook,,,,
468,9789864344369,NodeMCU,物聯網實戰：使用樹莓派/Arduino/ESP8266 NodeMCU/Python/Node-RED打造安全監控系統 (電子書),471.516,4412,2019,,,ebook,,,,
469,9789864764464,ESP8266,實戰物聯網開發｜使用ESP8266 (電子書),471.516,8343,2017,,,ebook,,,,
470,9789864342143,絕讚插畫1,絕讚數位插畫繪製：CLIP STUDIO PAINT PRO 56種多樣上色技巧大公開,312.866,8563,2017,v.1,,,,,,
471,9789864343690,絕讚插畫2,絕讚數位插畫繪製 2：CLIP STUDIO PAINT PRO 50種特效和潤飾技巧大公開,312.866,8563,2019,v.2,,,,,,
472,9789864344598,絕讚插畫3,絕讚數位插畫繪製3：CLIP STUDIO PAINT PRO人物的描繪方法完全解說,312.866,637,2019,v.3,,,,,,
473,9789864342907,奇幻插畫,絕讚奇幻插畫繪製2：以CLIP STUDIO PAINT PRO表現空氣感的技法大公開,947.45,8563,2018,V.2,,,,,,
474,9789573614371,室內配線,室內配線(增訂再版),448.37,8061,2014,,,,,,,
475,9789864345786,A十全大補,Android十全大補：從Kotlin、MVVM到測試的全方面介紹（iT邦幫忙鐵人賽系列書）,312.52,8799,2021,,,,,,,
476,9789864347438,Scrapy,爬蟲在手 資料我有：7堂課學會高效率Scrapy爬蟲（iT邦幫忙鐵人賽系列書）,312.32P97,8665,2021,,,,,,,
477,9789571383576,外商Excel,外商投資銀行超強Excel獲利法 (電子書),312.49E9,8564,2020,,,ebook,,,,
478,9789571384054,資料製作術,外商顧問超強資料製作術 (電子書),494.45,4026,2020,,,ebook,,,,
479,9789869525695,常備鍋,常備鍋料理全書：用8款經典鍋具，燉肉、熬湯、煮飯、烤甜點等，做出66道東西方美味道地料理 (電子書), 427.1,7541,2017,,,ebook,,,,
480,9789865071479,備餐便當,【增肌．減脂．高蛋白】MEAL PREP備餐便當：營養師研發， 500卡健身瘦身便當 (電子書),427.17, 2715,2020,,,ebook,,,,
481,9789863126607,圖解ESP32,超圖解 ESP32 深度實作,312.52,8489, 2021,,,,,,,
482,9789575927196,氣象物聯網,風向、風速、溫溼度整合系統開發(氣象物聯網),471.516,8464,2021,,,,,,,
